leaveid,employeeid,leavetype,startdate,enddate,days,leave_year,leave_month,leave_quarter,leave_day_of_week,leave_month_name,calculated_days,leave_duration_category,is_sick_leave,is_vacation,is_personal,is_maternity_paternity,total_leave_days,leave_count,avg_leave_duration,sick_leave_count,vacation_count,personal_leave_count,maternity_paternity_count,prev_leave_end,days_since_last_leave,leave_sequence,season,starts_on_weekend,starts_on_monday,starts_on_friday
LEAVE-2549,PNR-1510,Vacation,2024-04-29,2024-05-01,3.0,2024,4,2,Monday,April,3,Short (2-3 days),0,1,0,0,25.0,4,6.2,0,2,0,2,2022-10-08,569.0,3,Spring,0,1,0
LEAVE-2550,PNR-1510,Maternity/Paternity,2024-12-27,2025-01-05,10.0,2024,12,4,Friday,December,10,Long (8-14 days),0,0,0,1,25.0,4,6.2,0,2,0,2,2024-05-01,240.0,4,Winter,0,0,1
LEAVE-2554,PNR-1511,Vacation,2023-03-31,2023-03-31,1.0,2023,3,1,Friday,March,1,Single Day,0,1,0,0,11.0,2,5.5,0,1,1,0,,,1,Spring,0,0,1
LEAVE-2551,PNR-1511,Personal Leave,2024-09-14,2024-09-23,10.0,2024,9,3,Saturday,September,10,Long (8-14 days),0,0,1,0,11.0,2,5.5,0,1,1,0,2023-03-31,533.0,2,Fall,1,0,0
LEAVE-2556,PNR-1512,Maternity/Paternity,2020-02-01,2020-02-03,3.0,2020,2,1,Saturday,February,3,Short (2-3 days),0,0,0,1,14.0,3,4.7,1,0,1,1,,,1,Winter,1,0,0
LEAVE-2557,PNR-1512,Sick Leave,2020-02-27,2020-02-27,1.0,2020,2,1,Thursday,February,1,Single Day,1,0,0,0,14.0,3,4.7,1,0,1,1,2020-02-03,24.0,2,Winter,0,0,0
LEAVE-2559,PNR-1512,Personal Leave,2024-12-17,2024-12-26,10.0,2024,12,4,Tuesday,December,10,Long (8-14 days),0,0,1,0,14.0,3,4.7,1,0,1,1,2020-02-27,1755.0,3,Winter,0,0,0
LEAVE-2561,PNR-1513,Vacation,2018-05-23,2018-05-27,5.0,2018,5,2,Wednesday,May,5,Medium (4-7 days),0,1,0,0,24.0,5,4.8,1,3,1,0,,,1,Spring,0,0,0
LEAVE-2564,PNR-1513,Sick Leave,2020-06-28,2020-07-02,5.0,2020,6,2,Sunday,June,5,Medium (4-7 days),1,0,0,0,24.0,5,4.8,1,3,1,0,2018-05-27,763.0,2,Summer,1,0,0
LEAVE-2565,PNR-1513,Vacation,2020-09-15,2020-09-15,1.0,2020,9,3,Tuesday,September,1,Single Day,0,1,0,0,24.0,5,4.8,1,3,1,0,2020-07-02,75.0,3,Fall,0,0,0
LEAVE-2563,PNR-1513,Vacation,2022-11-22,2022-11-24,3.0,2022,11,4,Tuesday,November,3,Short (2-3 days),0,1,0,0,24.0,5,4.8,1,3,1,0,2020-09-15,798.0,4,Fall,0,0,0
LEAVE-2562,PNR-1513,Personal Leave,2023-03-12,2023-03-21,10.0,2023,3,1,Sunday,March,10,Long (8-14 days),0,0,1,0,24.0,5,4.8,1,3,1,0,2022-11-24,108.0,5,Spring,1,0,0
LEAVE-2567,PNR-1514,Sick Leave,2018-04-06,2018-04-10,5.0,2018,4,2,Friday,April,5,Medium (4-7 days),1,0,0,0,21.0,4,5.2,2,0,1,0,,,1,Spring,0,0,1
LEAVE-2570,PNR-1514,Personal Leave,2020-11-11,2020-11-20,10.0,2020,11,4,Wednesday,November,10,Long (8-14 days),0,0,1,0,21.0,4,5.2,2,0,1,0,2018-04-10,946.0,2,Fall,0,0,0
LEAVE-2566,PNR-1514,Unknown,2021-05-27,2021-05-29,3.0,2021,5,2,Thursday,May,3,Short (2-3 days),0,0,0,0,21.0,4,5.2,2,0,1,0,2020-11-20,188.0,3,Spring,0,0,0
LEAVE-2568,PNR-1514,Sick Leave,2024-09-26,2024-09-28,3.0,2024,9,3,Thursday,September,3,Short (2-3 days),1,0,0,0,21.0,4,5.2,2,0,1,0,2021-05-29,1216.0,4,Fall,0,0,0
LEAVE-2572,PNR-1515,Sick Leave,2019-07-05,2019-07-05,1.0,2019,7,3,Friday,July,1,Single Day,1,0,0,0,29.0,5,5.8,2,1,0,0,,,1,Summer,0,0,1
LEAVE-2571,PNR-1515,Vacation,2020-12-16,2020-12-20,5.0,2020,12,4,Wednesday,December,5,Medium (4-7 days),0,1,0,0,29.0,5,5.8,2,1,0,0,2019-07-05,530.0,2,Winter,0,0,0
LEAVE-10063,PNR-1515,Unknown,2021-09-10,2021-09-19,10.0,2021,9,3,Friday,September,10,Long (8-14 days),0,0,0,0,29.0,5,5.8,2,1,0,0,2020-12-20,264.0,3,Fall,0,0,1
LEAVE-2574,PNR-1515,Sick Leave,2021-12-14,2021-12-23,10.0,2021,12,4,Tuesday,December,10,Long (8-14 days),1,0,0,0,29.0,5,5.8,2,1,0,0,2021-09-19,86.0,4,Winter,0,0,0
LEAVE-2575,PNR-1515,Unknown,2023-02-02,2023-02-04,3.0,2023,2,1,Thursday,February,3,Short (2-3 days),0,0,0,0,29.0,5,5.8,2,1,0,0,2021-12-23,406.0,5,Winter,0,0,0
LEAVE-2577,PNR-1516,Maternity/Paternity,2019-05-06,2019-05-07,2.0,2019,5,2,Monday,May,2,Short (2-3 days),0,0,0,1,32.0,5,6.4,0,1,2,2,,,1,Spring,0,1,0
LEAVE-2578,PNR-1516,Maternity/Paternity,2019-10-08,2019-10-12,5.0,2019,10,4,Tuesday,October,5,Medium (4-7 days),0,0,0,1,32.0,5,6.4,0,1,2,2,2019-05-07,154.0,2,Fall,0,0,0
LEAVE-10064,PNR-1516,Personal Leave,2020-11-22,2020-12-01,10.0,2020,11,4,Sunday,November,10,Long (8-14 days),0,0,1,0,32.0,5,6.4,0,1,2,2,2019-10-12,407.0,3,Fall,1,0,0
LEAVE-2579,PNR-1516,Personal Leave,2020-11-22,2020-12-01,10.0,2020,11,4,Sunday,November,10,Long (8-14 days),0,0,1,0,32.0,5,6.4,0,1,2,2,2020-12-01,-9.0,4,Fall,1,0,0
LEAVE-2576,PNR-1516,Vacation,2025-01-26,2025-01-30,5.0,2025,1,1,Sunday,January,5,Medium (4-7 days),0,1,0,0,32.0,5,6.4,0,1,2,2,2020-12-01,1517.0,5,Winter,1,0,0
LEAVE-2583,PNR-1517,Sick Leave,2019-10-06,2019-10-07,2.0,2019,10,4,Sunday,October,2,Short (2-3 days),1,0,0,0,23.0,5,4.6,1,1,0,3,,,1,Fall,1,0,0
LEAVE-2585,PNR-1517,Maternity/Paternity,2020-01-21,2020-01-23,3.0,2020,1,1,Tuesday,January,3,Short (2-3 days),0,0,0,1,23.0,5,4.6,1,1,0,3,2019-10-07,106.0,2,Winter,0,0,0
LEAVE-2582,PNR-1517,Vacation,2020-06-09,2020-06-13,5.0,2020,6,2,Tuesday,June,5,Medium (4-7 days),0,1,0,0,23.0,5,4.6,1,1,0,3,2020-01-23,138.0,3,Summer,0,0,0
LEAVE-2584,PNR-1517,Maternity/Paternity,2020-10-14,2020-10-16,3.0,2020,10,4,Wednesday,October,3,Short (2-3 days),0,0,0,1,23.0,5,4.6,1,1,0,3,2020-06-13,123.0,4,Fall,0,0,0
 LEAVE-2581 ,PNR-1517,Maternity/Paternity,2022-09-02,2022-09-11,10.0,2022,9,3,Friday,September,10,Long (8-14 days),0,0,0,1,23.0,5,4.6,1,1,0,3,2020-10-16,686.0,5,Fall,0,0,1
LEAVE-2588,PNR-1518,Personal Leave,2019-04-23,2019-04-24,2.0,2019,4,2,Tuesday,April,2,Short (2-3 days),0,0,1,0,16.0,5,3.2,1,0,4,0,,,1,Spring,0,0,0
LEAVE-2588,PNR-1518,Personal Leave,2019-04-23,2019-04-24,2.0,2019,4,2,Tuesday,April,2,Short (2-3 days),0,0,1,0,16.0,5,3.2,1,0,4,0,2019-04-24,-1.0,2,Spring,0,0,0
LEAVE-2586,PNR-1518,Personal Leave,2020-07-02,2020-07-02,1.0,2020,7,3,Thursday,July,1,Single Day,0,0,1,0,16.0,5,3.2,1,0,4,0,2019-04-24,435.0,3,Summer,0,0,0
LEAVE-2587,PNR-1518,Personal Leave,2021-09-21,2021-09-30,10.0,2021,9,3,Tuesday,September,10,Long (8-14 days),0,0,1,0,16.0,5,3.2,1,0,4,0,2020-07-02,446.0,4,Fall,0,0,0
LEAVE-2590,PNR-1518,Sick Leave,2023-08-29,2023-08-29,1.0,2023,8,3,Tuesday,August,1,Single Day,1,0,0,0,16.0,5,3.2,1,0,4,0,2021-09-30,698.0,5,Summer,0,0,0
LEAVE-2594,PNR-1519,Maternity/Paternity,2018-12-16,2018-12-18,3.0,2018,12,4,Sunday,December,3,Short (2-3 days),0,0,0,1,20.0,5,4.0,2,0,1,1,,,1,Winter,1,0,0
LEAVE-2595,PNR-1519,Sick Leave,2022-05-30,2022-06-01,3.0,2022,5,2,Monday,May,3,Short (2-3 days),1,0,0,0,20.0,5,4.0,2,0,1,1,2018-12-18,1259.0,2,Spring,0,1,0
LEAVE-2591,PNR-1519,Unknown,2023-05-05,2023-05-07,3.0,2023,5,2,Friday,May,3,Short (2-3 days),0,0,0,0,20.0,5,4.0,2,0,1,1,2022-06-01,338.0,3,Spring,0,0,1
LEAVE-2593,PNR-1519,Sick Leave,2023-07-01,2023-07-01,1.0,2023,7,3,Saturday,July,1,Single Day,1,0,0,0,20.0,5,4.0,2,0,1,1,2023-05-07,55.0,4,Summer,1,0,0
LEAVE-2592,PNR-1519,Personal Leave,2024-05-03,2024-05-12,10.0,2024,5,2,Friday,May,10,Long (8-14 days),0,0,1,0,20.0,5,4.0,2,0,1,1,2023-07-01,307.0,5,Spring,0,0,1
LEAVE-2599,PNR-1520,Sick Leave,2021-09-11,2021-09-11,1.0,2021,9,3,Saturday,September,1,Single Day,1,0,0,0,20.0,5,4.0,1,2,1,0,,,1,Fall,1,0,0
LEAVE-2598,PNR-1520,Personal Leave,2023-06-22,2023-06-23,2.0,2023,6,2,Thursday,June,2,Short (2-3 days),0,0,1,0,20.0,5,4.0,1,2,1,0,2021-09-11,649.0,2,Summer,0,0,0
LEAVE-2600,PNR-1520,Vacation,2023-10-06,2023-10-10,5.0,2023,10,4,Friday,October,5,Medium (4-7 days),0,1,0,0,20.0,5,4.0,1,2,1,0,2023-06-23,105.0,3,Fall,0,0,1
LEAVE-2596,PNR-1520,Unknown,2024-06-12,2024-06-21,10.0,2024,6,2,Wednesday,June,10,Long (8-14 days),0,0,0,0,20.0,5,4.0,1,2,1,0,2023-10-10,246.0,4,Summer,0,0,0
LEAVE-2597,PNR-1520,Vacation,2025-05-30,2025-05-31,2.0,2025,5,2,Friday,May,2,Short (2-3 days),0,1,0,0,20.0,5,4.0,1,2,1,0,2024-06-21,343.0,5,Spring,0,0,1
LEAVE-2603,PNR-1521,Personal Leave,2020-04-28,2020-05-07,10.0,2020,4,2,Tuesday,April,10,Long (8-14 days),0,0,1,0,18.0,3,6.0,0,0,3,0,,,1,Spring,0,0,0
LEAVE-2602,PNR-1521,Personal Leave,2021-09-24,2021-09-26,3.0,2021,9,3,Friday,September,3,Short (2-3 days),0,0,1,0,18.0,3,6.0,0,0,3,0,2020-05-07,505.0,2,Fall,0,0,1
LEAVE-2605,PNR-1521,Personal Leave,2021-10-24,2021-10-28,5.0,2021,10,4,Sunday,October,5,Medium (4-7 days),0,0,1,0,18.0,3,6.0,0,0,3,0,2021-09-26,28.0,3,Fall,1,0,0
LEAVE-2609,PNR-1522,Sick Leave,2018-06-02,2018-06-03,2.0,2018,6,2,Saturday,June,2,Short (2-3 days),1,0,0,0,20.0,5,4.0,2,2,0,1,,,1,Summer,1,0,0
LEAVE-2606,PNR-1522,Maternity/Paternity,2019-02-05,2019-02-05,1.0,2019,2,1,Tuesday,February,1,Single Day,0,0,0,1,20.0,5,4.0,2,2,0,1,2018-06-03,247.0,2,Winter,0,0,0
LEAVE-2608,PNR-1522,Vacation,2021-06-21,2021-06-25,5.0,2021,6,2,Monday,June,5,Medium (4-7 days),0,1,0,0,20.0,5,4.0,2,2,0,1,2019-02-05,867.0,3,Summer,0,1,0
LEAVE-2610,PNR-1522,Sick Leave,2023-07-16,2023-07-25,10.0,2023,7,3,Sunday,July,10,Long (8-14 days),1,0,0,0,20.0,5,4.0,2,2,0,1,2021-06-25,751.0,4,Summer,1,0,0
LEAVE-2607,PNR-1522,Vacation,2024-07-22,2024-07-23,2.0,2024,7,3,Monday,July,2,Short (2-3 days),0,1,0,0,20.0,5,4.0,2,2,0,1,2023-07-25,363.0,5,Summer,0,1,0
LEAVE-2615,PNR-1523,Sick Leave,2018-05-16,2018-05-18,3.0,2018,5,2,Wednesday,May,3,Short (2-3 days),1,0,0,0,16.0,5,3.2,3,0,1,0,,,1,Spring,0,0,0
LEAVE-2611,PNR-1523,Personal Leave,2019-04-15,2019-04-19,5.0,2019,4,2,Monday,April,5,Medium (4-7 days),0,0,1,0,16.0,5,3.2,3,0,1,0,2018-05-18,332.0,2,Spring,0,1,0
LEAVE-2612,PNR-1523,Sick Leave,2021-07-27,2021-07-29,3.0,2021,7,3,Tuesday,July,3,Short (2-3 days),1,0,0,0,16.0,5,3.2,3,0,1,0,2019-04-19,830.0,3,Summer,0,0,0
LEAVE-2614,PNR-1523,Sick Leave,2022-01-18,2022-01-20,3.0,2022,1,1,Tuesday,January,3,Short (2-3 days),1,0,0,0,16.0,5,3.2,3,0,1,0,2021-07-29,173.0,4,Winter,0,0,0
LEAVE-2613,PNR-1523,Unknown,2024-07-08,2024-07-09,2.0,2024,7,3,Monday,July,2,Short (2-3 days),0,0,0,0,16.0,5,3.2,3,0,1,0,2022-01-20,900.0,5,Summer,0,1,0
LEAVE-2616,PNR-1524,Vacation,2018-05-18,2018-05-19,2.0,2018,5,2,Friday,May,2,Short (2-3 days),0,1,0,0,12.0,5,2.4,2,2,0,1,,,1,Spring,0,0,1
LEAVE-2617,PNR-1524,Sick Leave,2018-06-01,2018-06-01,1.0,2018,6,2,Friday,June,1,Single Day,1,0,0,0,12.0,5,2.4,2,2,0,1,2018-05-19,13.0,2,Summer,0,0,1
LEAVE-2618,PNR-1524,Sick Leave,2020-01-13,2020-01-17,5.0,2020,1,1,Monday,January,5,Medium (4-7 days),1,0,0,0,12.0,5,2.4,2,2,0,1,2018-06-01,591.0,3,Winter,0,1,0
LEAVE-2619,PNR-1524,Vacation,2020-04-02,2020-04-02,1.0,2020,4,2,Thursday,April,1,Single Day,0,1,0,0,12.0,5,2.4,2,2,0,1,2020-01-17,76.0,4,Spring,0,0,0
LEAVE-2620,PNR-1524,Maternity/Paternity,2024-11-13,2024-11-15,3.0,2024,11,4,Wednesday,November,3,Short (2-3 days),0,0,0,1,12.0,5,2.4,2,2,0,1,2020-04-02,1686.0,5,Fall,0,0,0
LEAVE-2625,PNR-1525,Vacation,2019-12-07,2019-12-09,3.0,2019,12,4,Saturday,December,3,Short (2-3 days),0,1,0,0,25.0,6,4.2,0,4,2,0,,,1,Winter,1,0,0
LEAVE-2625,PNR-1525,Vacation,2019-12-07,2019-12-09,3.0,2019,12,4,Saturday,December,3,Short (2-3 days),0,1,0,0,25.0,6,4.2,0,4,2,0,2019-12-09,-2.0,2,Winter,1,0,0
LEAVE-2624,PNR-1525,Personal Leave,2020-02-03,2020-02-07,5.0,2020,2,1,Monday,February,5,Medium (4-7 days),0,0,1,0,25.0,6,4.2,0,4,2,0,2019-12-09,56.0,3,Winter,0,1,0
LEAVE-2623,PNR-1525,Personal Leave,2023-05-30,2023-06-08,10.0,2023,5,2,Tuesday,May,10,Long (8-14 days),0,0,1,0,25.0,6,4.2,0,4,2,0,2020-02-07,1208.0,4,Spring,0,0,0
LEAVE-2622,PNR-1525,Vacation,2023-07-05,2023-07-07,3.0,2023,7,3,Wednesday,July,3,Short (2-3 days),0,1,0,0,25.0,6,4.2,0,4,2,0,2023-06-08,27.0,5,Summer,0,0,0
LEAVE-2621,PNR-1525,Vacation,2024-10-02,2024-10-02,1.0,2024,10,4,Wednesday,October,1,Single Day,0,1,0,0,25.0,6,4.2,0,4,2,0,2023-07-07,453.0,6,Fall,0,0,0
LEAVE-2628,PNR-1526,Personal Leave,2018-01-02,2018-01-11,10.0,2018,1,1,Tuesday,January,10,Long (8-14 days),0,0,1,0,17.0,4,4.2,0,0,2,2,,,1,Winter,0,0,0
LEAVE-2630,PNR-1526,Personal Leave,2018-11-23,2018-11-24,2.0,2018,11,4,Friday,November,2,Short (2-3 days),0,0,1,0,17.0,4,4.2,0,0,2,2,2018-01-11,316.0,2,Fall,0,0,1
LEAVE-2626,PNR-1526,Maternity/Paternity,2020-08-02,2020-08-03,2.0,2020,8,3,Sunday,August,2,Short (2-3 days),0,0,0,1,17.0,4,4.2,0,0,2,2,2018-11-24,617.0,3,Summer,1,0,0
LEAVE-2629,PNR-1526,Maternity/Paternity,2023-10-02,2023-10-04,3.0,2023,10,4,Monday,October,3,Short (2-3 days),0,0,0,1,17.0,4,4.2,0,0,2,2,2020-08-03,1155.0,4,Fall,0,1,0
LEAVE-2634,PNR-1527,Maternity/Paternity,2018-09-28,2018-10-07,10.0,2018,9,3,Friday,September,10,Long (8-14 days),0,0,0,1,21.0,3,7.0,0,2,0,1,,,1,Fall,0,0,1
LEAVE-2632,PNR-1527,Vacation,2024-05-22,2024-05-22,1.0,2024,5,2,Wednesday,May,1,Single Day,0,1,0,0,21.0,3,7.0,0,2,0,1,2018-10-07,2054.0,2,Spring,0,0,0
LEAVE-10065,PNR-1527,Vacation,2024-06-27,2024-07-06,10.0,2024,6,2,Thursday,June,10,Long (8-14 days),0,1,0,0,21.0,3,7.0,0,2,0,1,2024-05-22,36.0,3,Summer,0,0,0
LEAVE-2636,PNR-1528,Vacation,2020-05-17,2020-05-21,5.0,2020,5,2,Sunday,May,5,Medium (4-7 days),0,1,0,0,11.0,4,2.8,0,1,0,2,,,1,Spring,1,0,0
LEAVE-2639,PNR-1528,Unknown,2021-05-21,2021-05-22,2.0,2021,5,2,Friday,May,2,Short (2-3 days),0,0,0,0,11.0,4,2.8,0,1,0,2,2020-05-21,365.0,2,Spring,0,0,1
LEAVE-2637,PNR-1528,Maternity/Paternity,2021-11-25,2021-11-26,2.0,2021,11,4,Thursday,November,2,Short (2-3 days),0,0,0,1,11.0,4,2.8,0,1,0,2,2021-05-22,187.0,3,Fall,0,0,0
LEAVE-2640,PNR-1528,Maternity/Paternity,2023-11-18,2023-11-19,2.0,2023,11,4,Saturday,November,2,Short (2-3 days),0,0,0,1,11.0,4,2.8,0,1,0,2,2021-11-26,722.0,4,Fall,1,0,0
LEAVE-2641,PNR-1529,Maternity/Paternity,2019-02-09,2019-02-11,3.0,2019,2,1,Saturday,February,3,Short (2-3 days),0,0,0,1,14.0,5,2.8,1,1,0,3,,,1,Winter,1,0,0
LEAVE-2642,PNR-1529,Maternity/Paternity,2020-10-23,2020-10-25,3.0,2020,10,4,Friday,October,3,Short (2-3 days),0,0,0,1,14.0,5,2.8,1,1,0,3,2019-02-11,620.0,2,Fall,0,0,1
LEAVE-2643,PNR-1529,Sick Leave,2023-01-07,2023-01-07,1.0,2023,1,1,Saturday,January,1,Single Day,1,0,0,0,14.0,5,2.8,1,1,0,3,2020-10-25,804.0,3,Winter,1,0,0
LEAVE-2645,PNR-1529,Maternity/Paternity,2023-12-23,2023-12-27,5.0,2023,12,4,Saturday,December,5,Medium (4-7 days),0,0,0,1,14.0,5,2.8,1,1,0,3,2023-01-07,350.0,4,Winter,1,0,0
LEAVE-2644,PNR-1529,Vacation,2025-02-07,2025-02-08,2.0,2025,2,1,Friday,February,2,Short (2-3 days),0,1,0,0,14.0,5,2.8,1,1,0,3,2023-12-27,408.0,5,Winter,0,0,1
LEAVE-2647,PNR-1530,Maternity/Paternity,2020-02-10,2020-02-10,1.0,2020,2,1,Monday,February,1,Single Day,0,0,0,1,12.0,5,2.4,0,4,0,1,,,1,Winter,0,1,0
LEAVE-2649,PNR-1530,Vacation,2020-07-27,2020-07-29,3.0,2020,7,3,Monday,July,3,Short (2-3 days),0,1,0,0,12.0,5,2.4,0,4,0,1,2020-02-10,168.0,2,Summer,0,1,0
LEAVE-2650,PNR-1530,Vacation,2023-07-06,2023-07-07,2.0,2023,7,3,Thursday,July,2,Short (2-3 days),0,1,0,0,12.0,5,2.4,0,4,0,1,2020-07-29,1072.0,3,Summer,0,0,0
 LEAVE-2646 ,PNR-1530,Vacation,2023-09-01,2023-09-03,3.0,2023,9,3,Friday,September,3,Short (2-3 days),0,1,0,0,12.0,5,2.4,0,4,0,1,2023-07-07,56.0,4,Fall,0,0,1
LEAVE-2648,PNR-1530,Vacation,2024-05-15,2024-05-17,3.0,2024,5,2,Wednesday,May,3,Short (2-3 days),0,1,0,0,12.0,5,2.4,0,4,0,1,2023-09-03,255.0,5,Spring,0,0,0
LEAVE-2653,PNR-1531,Personal Leave,2018-04-30,2018-05-04,5.0,2018,4,2,Monday,April,5,Medium (4-7 days),0,0,1,0,22.0,5,4.4,1,0,2,2,,,1,Spring,0,1,0
LEAVE-2651,PNR-1531,Maternity/Paternity,2018-08-02,2018-08-04,3.0,2018,8,3,Thursday,August,3,Short (2-3 days),0,0,0,1,22.0,5,4.4,1,0,2,2,2018-05-04,90.0,2,Summer,0,0,0
LEAVE-2654,PNR-1531,Sick Leave,2019-05-31,2019-06-02,3.0,2019,5,2,Friday,May,3,Short (2-3 days),1,0,0,0,22.0,5,4.4,1,0,2,2,2018-08-04,300.0,3,Spring,0,0,1
LEAVE-2652,PNR-1531,Personal Leave,2021-03-09,2021-03-18,10.0,2021,3,1,Tuesday,March,10,Long (8-14 days),0,0,1,0,22.0,5,4.4,1,0,2,2,2019-06-02,646.0,4,Spring,0,0,0
LEAVE-2655,PNR-1531,Maternity/Paternity,2025-03-16,2025-03-16,1.0,2025,3,1,Sunday,March,1,Single Day,0,0,0,1,22.0,5,4.4,1,0,2,2,2021-03-18,1459.0,5,Spring,1,0,0
LEAVE-2657,PNR-1532,Personal Leave,2019-03-03,2019-03-03,1.0,2019,3,1,Sunday,March,1,Single Day,0,0,1,0,11.0,5,2.2,1,1,2,1,,,1,Spring,1,0,0
LEAVE-2658,PNR-1532,Personal Leave,2019-12-01,2019-12-03,3.0,2019,12,4,Sunday,December,3,Short (2-3 days),0,0,1,0,11.0,5,2.2,1,1,2,1,2019-03-03,273.0,2,Winter,1,0,0
LEAVE-2659,PNR-1532,Sick Leave,2022-04-05,2022-04-07,3.0,2022,4,2,Tuesday,April,3,Short (2-3 days),1,0,0,0,11.0,5,2.2,1,1,2,1,2019-12-03,854.0,3,Spring,0,0,0
LEAVE-2656,PNR-1532,Vacation,2025-02-18,2025-02-20,3.0,2025,2,1,Tuesday,February,3,Short (2-3 days),0,1,0,0,11.0,5,2.2,1,1,2,1,2022-04-07,1048.0,4,Winter,0,0,0
LEAVE-2660,PNR-1532,Maternity/Paternity,2025-06-05,2025-06-05,1.0,2025,6,2,Thursday,June,1,Single Day,0,0,0,1,11.0,5,2.2,1,1,2,1,2025-02-20,105.0,5,Summer,0,0,0
LEAVE-2665,PNR-1533,Sick Leave,2018-09-29,2018-10-03,5.0,2018,9,3,Saturday,September,5,Medium (4-7 days),1,0,0,0,21.0,4,5.2,1,1,1,0,,,1,Fall,1,0,0
LEAVE-2662,PNR-1533,Personal Leave,2019-07-26,2019-07-28,3.0,2019,7,3,Friday,July,3,Short (2-3 days),0,0,1,0,21.0,4,5.2,1,1,1,0,2018-10-03,296.0,2,Summer,0,0,1
LEAVE-2664,PNR-1533,Unknown,2023-01-27,2023-01-29,3.0,2023,1,1,Friday,January,3,Short (2-3 days),0,0,0,0,21.0,4,5.2,1,1,1,0,2019-07-28,1279.0,3,Winter,0,0,1
 LEAVE-2661 ,PNR-1533,Vacation,2025-05-30,2025-06-08,10.0,2025,5,2,Friday,May,10,Long (8-14 days),0,1,0,0,21.0,4,5.2,1,1,1,0,2023-01-29,852.0,4,Spring,0,0,1
LEAVE-2670,PNR-1534,Vacation,2018-10-07,2018-10-08,2.0,2018,10,4,Sunday,October,2,Short (2-3 days),0,1,0,0,19.0,5,3.8,0,3,0,1,,,1,Fall,1,0,0
LEAVE-2669,PNR-1534,Vacation,2020-03-24,2020-03-26,3.0,2020,3,1,Tuesday,March,3,Short (2-3 days),0,1,0,0,19.0,5,3.8,0,3,0,1,2018-10-08,533.0,2,Spring,0,0,0
LEAVE-2668,PNR-1534,Vacation,2022-03-21,2022-03-21,1.0,2022,3,1,Monday,March,1,Single Day,0,1,0,0,19.0,5,3.8,0,3,0,1,2020-03-26,725.0,3,Spring,0,1,0
LEAVE-2666,PNR-1534,Unknown,2022-05-08,2022-05-10,3.0,2022,5,2,Sunday,May,3,Short (2-3 days),0,0,0,0,19.0,5,3.8,0,3,0,1,2022-03-21,48.0,4,Spring,1,0,0
LEAVE-2667,PNR-1534,Maternity/Paternity,2025-05-24,2025-06-02,10.0,2025,5,2,Saturday,May,10,Long (8-14 days),0,0,0,1,19.0,5,3.8,0,3,0,1,2022-05-10,1110.0,5,Spring,1,0,0
LEAVE-2674,PNR-1535,Sick Leave,2018-12-08,2018-12-09,2.0,2018,12,4,Saturday,December,2,Short (2-3 days),1,0,0,0,8.0,4,2.0,3,0,0,1,,,1,Winter,1,0,0
LEAVE-2673,PNR-1535,Maternity/Paternity,2021-06-29,2021-06-30,2.0,2021,6,2,Tuesday,June,2,Short (2-3 days),0,0,0,1,8.0,4,2.0,3,0,0,1,2018-12-09,933.0,2,Summer,0,0,0
LEAVE-2672,PNR-1535,Sick Leave,2021-08-22,2021-08-22,1.0,2021,8,3,Sunday,August,1,Single Day,1,0,0,0,8.0,4,2.0,3,0,0,1,2021-06-30,53.0,3,Summer,1,0,0
LEAVE-2671,PNR-1535,Sick Leave,2022-08-09,2022-08-11,3.0,2022,8,3,Tuesday,August,3,Short (2-3 days),1,0,0,0,8.0,4,2.0,3,0,0,1,2021-08-22,352.0,4,Summer,0,0,0
LEAVE-2676,PNR-1536,Personal Leave,2018-03-29,2018-03-30,2.0,2018,3,1,Thursday,March,2,Short (2-3 days),0,0,1,0,10.0,4,2.5,0,1,3,0,,,1,Spring,0,0,0
LEAVE-2678,PNR-1536,Personal Leave,2020-10-11,2020-10-15,5.0,2020,10,4,Sunday,October,5,Medium (4-7 days),0,0,1,0,10.0,4,2.5,0,1,3,0,2018-03-30,926.0,2,Fall,1,0,0
LEAVE-2679,PNR-1536,Vacation,2021-11-20,2021-11-20,1.0,2021,11,4,Saturday,November,1,Single Day,0,1,0,0,10.0,4,2.5,0,1,3,0,2020-10-15,401.0,3,Fall,1,0,0
LEAVE-2680,PNR-1536,Personal Leave,2025-01-16,2025-01-17,2.0,2025,1,1,Thursday,January,2,Short (2-3 days),0,0,1,0,10.0,4,2.5,0,1,3,0,2021-11-20,1153.0,4,Winter,0,0,0
LEAVE-2684,PNR-1537,Sick Leave,2020-05-02,2020-05-06,5.0,2020,5,2,Saturday,May,5,Medium (4-7 days),1,0,0,0,14.0,4,3.5,1,1,0,2,,,1,Spring,1,0,0
LEAVE-2682,PNR-1537,Vacation,2022-11-24,2022-11-28,5.0,2022,11,4,Thursday,November,5,Medium (4-7 days),0,1,0,0,14.0,4,3.5,1,1,0,2,2020-05-06,932.0,2,Fall,0,0,0
LEAVE-2685,PNR-1537,Maternity/Paternity,2024-05-15,2024-05-15,1.0,2024,5,2,Wednesday,May,1,Single Day,0,0,0,1,14.0,4,3.5,1,1,0,2,2022-11-28,534.0,3,Spring,0,0,0
LEAVE-2681,PNR-1537,Maternity/Paternity,2024-12-23,2024-12-25,3.0,2024,12,4,Monday,December,3,Short (2-3 days),0,0,0,1,14.0,4,3.5,1,1,0,2,2024-05-15,222.0,4,Winter,0,1,0
