recordid,monthend,department,headcount,hires,terminations,attritionrate,year,month,quarter,month_name,net_change,growth_rate,turnover_rate,hire_rate,headcount_3m_avg,hires_3m_avg,terminations_3m_avg,headcount_mom_change,headcount_mom_change_pct,dept_avg_headcount,headcount_category,attrition_risk,has_hires,has_terminations,is_growing,is_shrinking
HC-828,2025-08-30,Research & Development,208,3,0,0.0,2025,8,3,August,3,1.44,0.0,1.44,205.0,2.7,0.0,3.0,1.46,112.0,Very Large (100+),,1,0,1,0
HC-837,2025-09-29,Research & Development,210,3,0,0.0,2025,9,3,September,3,1.43,0.0,1.43,208.0,3.3,0.0,2.0,0.96,112.0,Very Large (100+),,1,0,1,0
HC-846,2025-10-30,Research & Development,212,1,0,0.0,2025,10,4,October,1,0.47,0.0,0.47,210.0,2.3,0.0,2.0,0.95,112.0,Very Large (100+),,1,0,1,0
HC-1,2018-01-30,Sales,1,1,0,0.0,2018,1,1,January,1,100.0,0.0,100.0,1.0,1.0,0.0,,,99.0,Small (<20),,1,0,1,0
HC-10,2018-02-27,Sales,3,2,0,0.0,2018,2,1,February,2,66.67,0.0,66.67,2.0,1.5,0.0,2.0,200.0,99.0,Small (<20),,1,0,1,0
HC-19,2018-03-30,Sales,6,3,0,0.0,2018,3,1,March,3,50.0,0.0,50.0,3.0,2.0,0.0,3.0,100.0,99.0,Small (<20),,1,0,1,0
HC-28,2018-04-29,Sales,11,5,0,0.0,2018,4,2,April,5,45.45,0.0,45.45,7.0,3.3,0.0,5.0,83.33,99.0,Small (<20),,1,0,1,0
HC-37,2018-05-30,Sales,14,3,0,0.0,2018,5,2,May,3,21.43,0.0,21.43,10.0,3.7,0.0,3.0,27.27,99.0,Small (<20),,1,0,1,0
HC-46,2018-06-29,Sales,14,0,0,0.0,2018,6,2,June,0,0.0,0.0,0.0,13.0,2.7,0.0,0.0,0.0,99.0,Small (<20),,0,0,0,0
HC-55,2018-07-30,Sales,17,3,0,0.0,2018,7,3,July,3,17.65,0.0,17.65,15.0,2.0,0.0,3.0,21.43,99.0,Small (<20),,1,0,1,0
HC-64,2018-08-30,Sales,20,3,0,0.0,2018,8,3,August,3,15.0,0.0,15.0,17.0,2.0,0.0,3.0,17.65,99.0,Small (<20),,1,0,1,0
HC-73,2018-09-29,Sales,23,3,0,0.0,2018,9,3,September,3,13.04,0.0,13.04,20.0,3.0,0.0,3.0,15.0,99.0,Medium (20-50),,1,0,1,0
HC-82,2018-10-30,Sales,23,1,0,0.0,2018,10,4,October,1,4.35,0.0,4.35,22.0,2.3,0.0,0.0,0.0,99.0,Medium (20-50),,1,0,1,0
HC-91,2018-11-29,Sales,26,2,0,0.0,2018,11,4,November,2,7.69,0.0,7.69,24.0,2.0,0.0,3.0,13.04,99.0,Medium (20-50),,1,0,1,0
HC-100,2018-12-30,Sales,28,2,0,0.0,2018,12,4,December,2,7.14,0.0,7.14,26.0,1.7,0.0,2.0,7.69,99.0,Medium (20-50),,1,0,1,0
HC-109,2019-01-30,Sales,31,3,0,0.0,2019,1,1,January,3,9.68,0.0,9.68,28.0,2.3,0.0,3.0,10.71,99.0,Medium (20-50),,1,0,1,0
HC-118,2019-02-27,Sales,34,4,0,0.0,2019,2,1,February,4,11.76,0.0,11.76,31.0,3.0,0.0,3.0,9.68,99.0,Medium (20-50),,1,0,1,0
HC-127,2019-03-30,Sales,37,2,0,0.0,2019,3,1,March,2,5.41,0.0,5.41,34.0,3.0,0.0,3.0,8.82,99.0,Medium (20-50),,1,0,1,0
HC-136,2019-04-29,Sales,41,4,0,0.0,2019,4,2,April,4,9.76,0.0,9.76,37.0,3.3,0.0,4.0,10.81,99.0,Medium (20-50),,1,0,1,0
HC-145,2019-05-30,Sales,43,2,0,0.0,2019,5,2,May,2,4.65,0.0,4.65,40.0,2.7,0.0,2.0,4.88,99.0,Medium (20-50),,1,0,1,0
HC-154,2019-06-29,Sales,47,4,0,0.0,2019,6,2,June,4,8.51,0.0,8.51,44.0,3.3,0.0,4.0,9.3,99.0,Medium (20-50),,1,0,1,0
HC-163,2019-07-30,Sales,49,2,0,0.0,2019,7,3,July,2,4.08,0.0,4.08,46.0,2.7,0.0,2.0,4.26,99.0,Medium (20-50),,1,0,1,0
HC-172,2019-08-30,Sales,50,1,0,0.0,2019,8,3,August,1,2.0,0.0,2.0,49.0,2.3,0.0,1.0,2.04,99.0,Medium (20-50),,1,0,1,0
HC-181,2019-09-29,Sales,52,2,0,0.0,2019,9,3,September,2,3.85,0.0,3.85,50.0,1.7,0.0,2.0,4.0,99.0,Large (50-100),,1,0,1,0
HC-190,2019-10-30,Sales,57,5,0,0.0,2019,10,4,October,5,8.77,0.0,8.77,53.0,2.7,0.0,5.0,9.62,99.0,Large (50-100),,1,0,1,0
HC-199,2019-11-29,Sales,58,1,0,0.0,2019,11,4,November,1,1.72,0.0,1.72,56.0,2.7,0.0,1.0,1.75,99.0,Large (50-100),,1,0,1,0
HC-208,2019-12-30,Sales,58,1,1,0.0172,2019,12,4,December,0,0.0,1.72,1.72,58.0,2.3,0.3,0.0,0.0,99.0,Large (50-100),Low (<5%),1,1,0,0
HC-217,2020-01-30,Sales,59,2,1,0.0169,2020,1,1,January,1,1.69,1.69,3.39,58.0,1.3,0.7,1.0,1.72,99.0,Large (50-100),Low (<5%),1,1,1,0
HC-226,2020-02-28,Sales,61,2,0,0.0,2020,2,1,February,2,3.28,0.0,3.28,59.0,1.7,0.7,2.0,3.39,99.0,Large (50-100),,1,0,1,0
HC-235,2020-03-30,Sales,63,2,0,0.0,2020,3,1,March,2,3.17,0.0,3.17,61.0,2.0,0.3,2.0,3.28,99.0,Large (50-100),,1,0,1,0
HC-244,2020-04-29,Sales,64,2,1,0.0156,2020,4,2,April,1,1.56,1.56,3.12,63.0,2.0,0.3,1.0,1.59,99.0,Large (50-100),Low (<5%),1,1,1,0
HC-253,2020-05-30,Sales,63,0,1,0.0159,2020,5,2,May,-1,-1.59,1.59,0.0,63.0,1.3,0.7,-1.0,-1.56,99.0,Large (50-100),Low (<5%),0,1,0,1
HC-262,2020-06-29,Sales,63,1,1,0.0159,2020,6,2,June,0,0.0,1.59,1.59,63.0,1.0,1.0,0.0,0.0,99.0,Large (50-100),Low (<5%),1,1,0,0
HC-271,2020-07-30,Sales,64,1,0,0.0,2020,7,3,July,1,1.56,0.0,1.56,63.0,0.7,0.7,1.0,1.59,99.0,Large (50-100),,1,0,1,0
HC-280,2020-08-30,Sales,66,3,1,0.0152,2020,8,3,August,2,3.03,1.52,4.55,64.0,1.7,0.7,2.0,3.12,99.0,Large (50-100),Low (<5%),1,1,1,0
HC-289,2020-09-29,Sales,67,1,0,0.0,2020,9,3,September,1,1.49,0.0,1.49,66.0,1.7,0.3,1.0,1.52,99.0,Large (50-100),,1,0,1,0
HC-298,2020-10-30,Sales,66,0,1,0.0152,2020,10,4,October,-1,-1.52,1.52,0.0,66.0,1.3,0.7,-1.0,-1.49,99.0,Large (50-100),Low (<5%),0,1,0,1
HC-307,2020-11-29,Sales,68,2,0,0.0,2020,11,4,November,2,2.94,0.0,2.94,67.0,1.0,0.3,2.0,3.03,99.0,Large (50-100),,1,0,1,0
HC-316,2020-12-30,Sales,69,2,1,0.0145,2020,12,4,December,1,1.45,1.45,2.9,68.0,1.3,0.7,1.0,1.47,99.0,Large (50-100),Low (<5%),1,1,1,0
HC-325,2021-01-30,Sales,71,2,0,0.0,2021,1,1,January,2,2.82,0.0,2.82,69.0,2.0,0.3,2.0,2.9,99.0,Large (50-100),,1,0,1,0
HC-334,2021-02-27,Sales,77,6,0,0.0,2021,2,1,February,6,7.79,0.0,7.79,72.0,3.3,0.3,6.0,8.45,99.0,Large (50-100),,1,0,1,0
HC-343,2021-03-30,Sales,79,2,0,0.0,2021,3,1,March,2,2.53,0.0,2.53,76.0,3.3,0.0,2.0,2.6,99.0,Large (50-100),,1,0,1,0
HC-352,2021-04-29,Sales,80,1,0,0.0,2021,4,2,April,1,1.25,0.0,1.25,79.0,3.0,0.0,1.0,1.27,99.0,Large (50-100),,1,0,1,0
HC-361,2021-05-30,Sales,82,2,0,0.0,2021,5,2,May,2,2.44,0.0,2.44,80.0,1.7,0.0,2.0,2.5,99.0,Large (50-100),,1,0,1,0
HC-370,2021-06-29,Sales,84,2,0,0.0,2021,6,2,June,2,2.38,0.0,2.38,82.0,1.7,0.0,2.0,2.44,99.0,Large (50-100),,1,0,1,0
HC-379,2021-07-30,Sales,87,4,0,0.0,2021,7,3,July,4,4.6,0.0,4.6,84.0,2.7,0.0,3.0,3.57,99.0,Large (50-100),,1,0,1,0
HC-388,2021-08-30,Sales,90,2,0,0.0,2021,8,3,August,2,2.22,0.0,2.22,87.0,2.7,0.0,3.0,3.45,99.0,Large (50-100),,1,0,1,0
HC-397,2021-09-29,Sales,94,4,0,0.0,2021,9,3,September,4,4.26,0.0,4.26,90.0,3.3,0.0,4.0,4.44,99.0,Large (50-100),,1,0,1,0
HC-406,2021-10-30,Sales,94,0,0,0.0,2021,10,4,October,0,0.0,0.0,0.0,93.0,2.0,0.0,0.0,0.0,99.0,Large (50-100),,0,0,0,0
HC-415,2021-11-29,Sales,94,0,0,0.0,2021,11,4,November,0,0.0,0.0,0.0,94.0,1.3,0.0,0.0,0.0,99.0,Large (50-100),,0,0,0,0
HC-424,2021-12-30,Sales,96,2,0,0.0,2021,12,4,December,2,2.08,0.0,2.08,95.0,0.7,0.0,2.0,2.13,99.0,Large (50-100),,1,0,1,0
HC-433,2022-01-30,Sales,98,2,0,0.0,2022,1,1,January,2,2.04,0.0,2.04,96.0,1.3,0.0,2.0,2.08,99.0,Large (50-100),,1,0,1,0
HC-442,2022-02-27,Sales,100,2,0,0.0,2022,2,1,February,2,2.0,0.0,2.0,98.0,2.0,0.0,2.0,2.04,99.0,Large (50-100),,1,0,1,0
HC-451,2022-03-30,Sales,99,0,1,0.0101,2022,3,1,March,-1,-1.01,1.01,0.0,99.0,1.3,0.3,-1.0,-1.0,99.0,Large (50-100),Low (<5%),0,1,0,1
HC-460,2022-04-29,Sales,101,2,0,0.0,2022,4,2,April,2,1.98,0.0,1.98,100.0,1.3,0.3,2.0,2.02,99.0,Very Large (100+),,1,0,1,0
HC-469,2022-05-30,Sales,103,2,0,0.0,2022,5,2,May,2,1.94,0.0,1.94,101.0,1.3,0.3,2.0,1.98,99.0,Very Large (100+),,1,0,1,0
HC-478,2022-06-29,Sales,104,1,0,0.0,2022,6,2,June,1,0.96,0.0,0.96,103.0,1.7,0.0,1.0,0.97,99.0,Very Large (100+),,1,0,1,0
HC-487,2022-07-30,Sales,104,1,1,0.0096,2022,7,3,July,0,0.0,0.96,0.96,104.0,1.3,0.3,0.0,0.0,99.0,Very Large (100+),Low (<5%),1,1,0,0
HC-496,2022-08-30,Sales,107,3,0,0.0,2022,8,3,August,3,2.8,0.0,2.8,105.0,1.7,0.3,3.0,2.88,99.0,Very Large (100+),,1,0,1,0
HC-505,2022-09-29,Sales,110,3,0,0.0,2022,9,3,September,3,2.73,0.0,2.73,107.0,2.3,0.3,3.0,2.8,99.0,Very Large (100+),,1,0,1,0
HC-514,2022-10-30,Sales,112,2,0,0.0,2022,10,4,October,2,1.79,0.0,1.79,110.0,2.7,0.0,2.0,1.82,99.0,Very Large (100+),,1,0,1,0
HC-523,2022-11-29,Sales,114,2,0,0.0,2022,11,4,November,2,1.75,0.0,1.75,112.0,2.3,0.0,2.0,1.79,99.0,Very Large (100+),,1,0,1,0
HC-532,2022-12-30,Sales,115,1,0,0.0,2022,12,4,December,1,0.87,0.0,0.87,114.0,1.7,0.0,1.0,0.88,99.0,Very Large (100+),,1,0,1,0
HC-541,2023-01-30,Sales,117,2,0,0.0,2023,1,1,January,2,1.71,0.0,1.71,115.0,1.7,0.0,2.0,1.74,99.0,Very Large (100+),,1,0,1,0
HC-550,2023-02-27,Sales,120,3,0,0.0,2023,2,1,February,3,2.5,0.0,2.5,117.0,2.0,0.0,3.0,2.56,99.0,Very Large (100+),,1,0,1,0
HC-559,2023-03-30,Sales,121,1,0,0.0,2023,3,1,March,1,0.83,0.0,0.83,119.0,2.0,0.0,1.0,0.83,99.0,Very Large (100+),,1,0,1,0
HC-568,2023-04-29,Sales,124,3,0,0.0,2023,4,2,April,3,2.42,0.0,2.42,122.0,2.3,0.0,3.0,2.48,99.0,Very Large (100+),,1,0,1,0
HC-577,2023-05-30,Sales,125,1,0,0.0,2023,5,2,May,1,0.8,0.0,0.8,123.0,1.7,0.0,1.0,0.81,99.0,Very Large (100+),,1,0,1,0
HC-586,2023-06-29,Sales,128,3,0,0.0,2023,6,2,June,3,2.34,0.0,2.34,126.0,2.3,0.0,3.0,2.4,99.0,Very Large (100+),,1,0,1,0
HC-595,2023-07-30,Sales,132,4,0,0.0,2023,7,3,July,4,3.03,0.0,3.03,128.0,2.7,0.0,4.0,3.12,99.0,Very Large (100+),,1,0,1,0
HC-604,2023-08-30,Sales,132,1,1,0.0076,2023,8,3,August,0,0.0,0.76,0.76,131.0,2.7,0.3,0.0,0.0,99.0,Very Large (100+),Low (<5%),1,1,0,0
HC-613,2023-09-29,Sales,135,4,0,0.0,2023,9,3,September,4,2.96,0.0,2.96,133.0,3.0,0.3,3.0,2.27,99.0,Very Large (100+),,1,0,1,0
HC-622,2023-10-30,Sales,140,4,0,0.0,2023,10,4,October,4,2.86,0.0,2.86,136.0,3.0,0.3,5.0,3.7,99.0,Very Large (100+),,1,0,1,0
HC-631,2023-11-29,Sales,141,1,0,0.0,2023,11,4,November,1,0.71,0.0,0.71,139.0,3.0,0.0,1.0,0.71,99.0,Very Large (100+),,1,0,1,0
HC-640,2023-12-30,Sales,144,4,1,0.0069,2023,12,4,December,3,2.08,0.69,2.78,142.0,3.0,0.3,3.0,2.13,99.0,Very Large (100+),Low (<5%),1,1,1,0
HC-649,2024-01-30,Sales,146,2,0,0.0,2024,1,1,January,2,1.37,0.0,1.37,144.0,2.3,0.3,2.0,1.39,99.0,Very Large (100+),,1,0,1,0
HC-658,2024-02-28,Sales,148,2,0,0.0,2024,2,1,February,2,1.35,0.0,1.35,146.0,2.7,0.3,2.0,1.37,99.0,Very Large (100+),,1,0,1,0
HC-667,2024-03-30,Sales,154,6,0,0.0,2024,3,1,March,6,3.9,0.0,3.9,149.0,3.3,0.0,6.0,4.05,99.0,Very Large (100+),,1,0,1,0
HC-676,2024-04-29,Sales,158,4,0,0.0,2024,4,2,April,4,2.53,0.0,2.53,153.0,4.0,0.0,4.0,2.6,99.0,Very Large (100+),,1,0,1,0
HC-685,2024-05-30,Sales,161,3,0,0.0,2024,5,2,May,3,1.86,0.0,1.86,158.0,4.3,0.0,3.0,1.9,99.0,Very Large (100+),,1,0,1,0
HC-694,2024-06-29,Sales,161,0,0,0.0,2024,6,2,June,0,0.0,0.0,0.0,160.0,2.3,0.0,0.0,0.0,99.0,Very Large (100+),,0,0,0,0
HC-703,2024-07-30,Sales,165,4,0,0.0,2024,7,3,July,4,2.42,0.0,2.42,162.0,2.3,0.0,4.0,2.48,99.0,Very Large (100+),,1,0,1,0
HC-712,2024-08-30,Sales,169,4,0,0.0,2024,8,3,August,4,2.37,0.0,2.37,165.0,2.7,0.0,4.0,2.42,99.0,Very Large (100+),,1,0,1,0
HC-721,2024-09-29,Sales,172,3,0,0.0,2024,9,3,September,3,1.74,0.0,1.74,169.0,3.7,0.0,3.0,1.78,99.0,Very Large (100+),,1,0,1,0
HC-730,2024-10-30,Sales,177,5,0,0.0,2024,10,4,October,5,2.82,0.0,2.82,173.0,4.0,0.0,5.0,2.91,99.0,Very Large (100+),,1,0,1,0
HC-739,2024-11-29,Sales,179,2,0,0.0,2024,11,4,November,2,1.12,0.0,1.12,176.0,3.3,0.0,2.0,1.13,99.0,Very Large (100+),,1,0,1,0
HC-748,2024-12-30,Sales,181,2,0,0.0,2024,12,4,December,2,1.1,0.0,1.1,179.0,3.0,0.0,2.0,1.12,99.0,Very Large (100+),,1,0,1,0
HC-757,2025-01-30,Sales,182,1,0,0.0,2025,1,1,January,1,0.55,0.0,0.55,181.0,1.7,0.0,1.0,0.55,99.0,Very Large (100+),,1,0,1,0
HC-766,2025-02-27,Sales,185,3,0,0.0,2025,2,1,February,3,1.62,0.0,1.62,183.0,2.0,0.0,3.0,1.65,99.0,Very Large (100+),,1,0,1,0
HC-775,2025-03-30,Sales,188,4,1,0.0053,2025,3,1,March,3,1.6,0.53,2.13,185.0,2.7,0.3,3.0,1.62,99.0,Very Large (100+),Low (<5%),1,1,1,0
HC-784,2025-04-29,Sales,189,2,1,0.0053,2025,4,2,April,1,0.53,0.53,1.06,187.0,3.0,0.7,1.0,0.53,99.0,Very Large (100+),Low (<5%),1,1,1,0
HC-793,2025-05-30,Sales,191,3,1,0.0052,2025,5,2,May,2,1.05,0.52,1.57,189.0,3.0,1.0,2.0,1.06,99.0,Very Large (100+),Low (<5%),1,1,1,0
HC-802,2025-06-29,Sales,196,6,0,0.0,2025,6,2,June,6,3.06,0.0,3.06,192.0,3.7,0.7,5.0,2.62,99.0,Very Large (100+),,1,0,1,0
HC-811,2025-07-30,Sales,199,2,0,0.0,2025,7,3,July,2,1.01,0.0,1.01,195.0,3.7,0.3,3.0,1.53,99.0,Very Large (100+),,1,0,1,0
HC-820,2025-08-30,Sales,200,1,0,0.0,2025,8,3,August,1,0.5,0.0,0.5,198.0,3.0,0.0,1.0,0.5,99.0,Very Large (100+),,1,0,1,0
HC-829,2025-09-29,Sales,201,1,0,0.0,2025,9,3,September,1,0.5,0.0,0.5,200.0,1.3,0.0,1.0,0.5,99.0,Very Large (100+),,1,0,1,0
HC-838,2025-10-30,Sales,204,3,0,0.0,2025,10,4,October,3,1.47,0.0,1.47,202.0,1.7,0.0,3.0,1.49,99.0,Very Large (100+),,1,0,1,0
