LeaveID,EmployeeID,LeaveType,StartDate,EndDate,Days
"LEAVE-2707","PNR-1542","Sick Leave","2022-09-30","2022-10-02","3"
"LEAVE-2708","PNR-1542","Maternity/Paternity","2023-02-07","2023-02-09","3"
"LEAVE-2709"," PNR-1542 ","Maternity/Paternity","2022-09-30","2022-10-02","3"
"LEAVE-2710","PNR-1542","Vacation","","2023-02-16","10"
"LEAVE-2711","PNR-1543"," Vacation ","#N/A","","1"
"LEAVE-2712","PNR-1543","Sick Leave","2022-09-19","2022-09-23","5"
"LEAVE-2713","PNR-1543","Sick Leave","2019-03-18","2019-03-22","5"
"LEAVE-2714","PNR-1543","Vacation","","2019-12-20","3"
"LEAVE-2715","PNR-1543","Vacation","","2022-10-08","2"
"#N/A","PNR-1544","Personal Leave","2024-02-03","2024-02-05","3"
"LEAVE-2716","PNR-1544","Personal Leave","2024-02-03","2024-02-05","3"
"LEAVE-2718","PNR-1544","Personal Leave","2025-05-15","2025-05-19","5"
" LEAVE-2719 ","PNR-1544","Maternity/Paternity","2022-11-10","2022-11-19","10"
"LEAVE-2720"," PNR-1544 ","Sick Leave","2018-09-01","2018-09-10","10"
"LEAVE-2721","PNR-1545","Personal Leave","2023-10-13","2023-10-17","5"
"LEAVE-2722"," PNR-1545 ","Vacation","2024-05-29","2024-05-29","1"
"LEAVE-2723","PNR-1545","Maternity/Paternity"," 2020-07-11 ","2020-07-20","10"
"LEAVE-2724","PNR-1545","Personal Leave","2019-05-22","2019-05-23","2"
"LEAVE-2725","PNR-1545","Maternity/Paternity","2024-01-28","2024-01-28","1"
"LEAVE-2726","PNR-1546","Personal Leave","2024-07-27"," 2024-07-29 ","3"
"LEAVE-2727","PNR-1546","Sick Leave"," 2025-03-29 ","2025-04-07","10"
"LEAVE-2728","PNR-1546","Vacation","2020-11-20","2020-11-22","3"
"LEAVE-2729","PNR-1546","Vacation","2025-07-20","2025-07-24","5"
"LEAVE-2730","PNR-1546","Maternity/Paternity","2021-08-26","2021-08-28","3"
"LEAVE-2731","PNR-1547","Vacation","2018-09-25","","10"
"LEAVE-2732"," PNR-1547 ","Vacation","2021-08-07","2021-08-09","3"
"LEAVE-2732","PNR-1547","Vacation","2021-08-07","2021-08-09","3"
"LEAVE-2734","PNR-1547","Vacation","2024-01-10","2024-01-19","10"
" LEAVE-2735 ","PNR-1547","Personal Leave","2020-07-08","","2"
"LEAVE-2736","PNR-1548","Maternity/Paternity","","2020-08-24","5"
"LEAVE-2737","PNR-1548","Sick Leave","2024-01-27","2024-01-29","3"
"LEAVE-2738","PNR-1548","Vacation","2023-06-15","2023-06-16","2"
"LEAVE-2739","PNR-1548","Personal Leave","2020-02-04","2020-02-06","3"
"LEAVE-2739","PNR-1548","Personal Leave","2020-02-04","2020-02-06","3"
"LEAVE-2741","PNR-1549","Vacation","2020-06-20","2020-06-22","3"
"LEAVE-2742","PNR-1549","Sick Leave","2022-09-03","2022-09-12","10"
"LEAVE-2743","PNR-1549","Vacation","2018-02-26","2018-03-07","10"
"LEAVE-2744","PNR-1549","Personal Leave","2019-10-18","2019-10-20","3"
"LEAVE-2745","PNR-1549"," Sick Leave ","2021-08-19","2021-08-19","1"
"LEAVE-2746","PNR-1550","Personal Leave","2020-12-06","2020-12-08","3"
"LEAVE-2747","PNR-1550","Vacation","2019-09-02","2019-09-06","5"
"LEAVE-2748","PNR-1550","Personal Leave","2024-10-26","2024-10-27","2"
"LEAVE-2749","PNR-1550","Vacation","2024-06-21","2024-06-25","5"
"LEAVE-2750","PNR-1550","Vacation","2020-09-05"," 2020-09-14 ","10"
"LEAVE-2751","PNR-1551","Maternity/Paternity","2024-07-02","2024-07-11","10"
"LEAVE-2752","PNR-1551","Vacation","2022-01-22","2022-01-24","3"
"LEAVE-2753","PNR-1551","Sick Leave","2021-08-13","2021-08-14","2"
"LEAVE-2754","PNR-1551","Maternity/Paternity","2025-08-05","2025-08-07","3"
"LEAVE-2755","PNR-1551","Maternity/Paternity","2022-01-30"," 2022-01-31 ","2"
"LEAVE-2756","PNR-1552","Vacation","2019-06-06","2019-06-08","3"
"LEAVE-2757","PNR-1552","","2022-11-27","2022-11-29","3"
"LEAVE-2758","PNR-1552","Personal Leave"," 2024-06-05 ","2024-06-14","10"
"LEAVE-2759","PNR-1552","Personal Leave","2023-04-20","2023-04-21","2"
"LEAVE-2760","PNR-1552","Maternity/Paternity","2025-10-28","2025-10-30","3"
"LEAVE-2761","PNR-1553","Vacation","2020-08-23","2020-08-27","5"
"LEAVE-2762","PNR-1553","Maternity/Paternity","2019-07-25","2019-07-29","5"
"LEAVE-2763","PNR-1553","Personal Leave","2023-10-08","2023-10-17","10"
"LEAVE-2764","PNR-1553","Sick Leave","2020-11-20"," 2020-11-24 ","5"
"LEAVE-2765","PNR-1553"," Personal Leave ","2023-07-27","2023-07-31","5"
"LEAVE-2766","PNR-1554","Personal Leave","2024-02-28","2024-02-29","2"
" LEAVE-2767 ","PNR-1554","Sick Leave","2021-03-13","2021-03-17","5"
"LEAVE-2768","PNR-1554","Sick Leave","2024-07-07","2024-07-16","10"
"LEAVE-2769","PNR-1554","Vacation","2019-03-29","2019-04-02","5"
"LEAVE-2770","PNR-1554","Maternity/Paternity"," 2019-02-01 ","2019-02-02","2"
"LEAVE-2771","PNR-1555","Maternity/Paternity"," 2022-03-18 ","2022-03-18","1"
"LEAVE-2772","PNR-1555","Vacation","2018-11-08","2018-11-12","5"
"LEAVE-2773","PNR-1555","Maternity/Paternity","2025-09-08","2025-09-12","5"
"LEAVE-2774","PNR-1555","Vacation","2021-03-24","2021-03-24","1"
"LEAVE-2775","PNR-1555","Maternity/Paternity","2020-06-26","2020-06-27","2"
"LEAVE-2776","PNR-1556","Sick Leave","2024-11-01","2024-11-05","5"
"LEAVE-2777","PNR-1556","Personal Leave","","#N/A","2"
"LEAVE-2778","PNR-1556","Sick Leave","2021-06-01","2021-06-01","1"
"LEAVE-2779","PNR-1556","Sick Leave","2018-08-17","2018-08-19","3"
"LEAVE-2780","PNR-1556","Sick Leave","2025-06-15","2025-06-16","2"
"LEAVE-2780","PNR-1556","Sick Leave","2025-06-15","2025-06-16","2"
"LEAVE-2782","PNR-1557","Maternity/Paternity","2023-11-28","","10"
"LEAVE-2783","","Sick Leave","","2023-05-06","10"
"LEAVE-2784","PNR-1557","Personal Leave","2025-03-06","2025-03-07","2"
"LEAVE-2785","PNR-1557","Personal Leave","2018-12-04","2018-12-13","10"
"LEAVE-2786","PNR-1558","Sick Leave","2019-05-31"," 2019-06-04 ","5"
"LEAVE-2786","PNR-1558","Sick Leave","2019-05-31","2019-06-04","5"
"LEAVE-2788","PNR-1558","Sick Leave","2025-03-27","2025-03-29","3"
"LEAVE-2789","PNR-1558","Vacation","2018-04-11","2018-04-15","5"
"LEAVE-2790","PNR-1558","Sick Leave","2019-04-18","2019-04-27","10"
"LEAVE-2791","PNR-1559"," Personal Leave ","#N/A","2018-05-22","3"
"LEAVE-2792","PNR-1559","Sick Leave","2023-05-12","2023-05-13","2"
"LEAVE-2793","PNR-1559","Sick Leave","","2022-11-22","5"
"LEAVE-2793","PNR-1559","Sick Leave","2022-11-18","2022-11-22","5"
"LEAVE-2795","PNR-1559","Sick Leave","2018-05-24","2018-05-28",""
"LEAVE-2796","PNR-1560","Sick Leave","2025-07-12","2025-07-12","1"
"LEAVE-2797","PNR-1560","Personal Leave","2018-01-05","2018-01-14","10"
"LEAVE-2798","","Personal Leave","","2022-12-28","5"
"LEAVE-2799","PNR-1560","Vacation","2022-01-27","2022-01-27","1"
"LEAVE-2800","PNR-1560","Sick Leave","","2024-01-20","3"
"LEAVE-2801","PNR-1561","Vacation","2021-03-06","2021-03-06","1"
"LEAVE-2802","PNR-1561","Personal Leave","2024-10-25","2024-11-03","10"
"LEAVE-2802","PNR-1561","Personal Leave","2024-10-25","2024-11-03","10"
"LEAVE-2804","PNR-1561","Maternity/Paternity","","2023-11-11","2"
"LEAVE-2805","PNR-1561","Maternity/Paternity","2020-01-16","2020-01-25","10"
"LEAVE-2806","PNR-1562","Sick Leave","2020-01-16","","5"
"LEAVE-2807","PNR-1562","Personal Leave","2024-07-16","2024-07-17","2"
"LEAVE-2808","PNR-1562","Maternity/Paternity","2021-07-21","2021-07-21","1"
"LEAVE-2809","","Vacation","2024-04-13","2024-04-22","10"
"LEAVE-2810","PNR-1562","Sick Leave","2025-03-20","2025-03-21",""
"LEAVE-2811","PNR-1563","Vacation","2024-07-25","2024-07-26","2"
"LEAVE-2812","PNR-1563","Vacation","2025-06-06","2025-06-10","5"
"LEAVE-2813","PNR-1563"," Sick Leave ","2019-02-22","2019-02-24","3"
"LEAVE-2814","PNR-1563","Personal Leave","2022-01-18","2022-01-22","5"
"LEAVE-2814","PNR-1563","Personal Leave","2022-01-18","2022-01-22","5"
"LEAVE-2816","","Maternity/Paternity","2024-07-30","2024-07-30","1"
"LEAVE-2817","#N/A","Personal Leave","2022-02-08","2022-02-08","1"
" LEAVE-2818 ","PNR-1564","Vacation","2019-07-23","2019-07-25","3"
"LEAVE-2819","PNR-1564","Sick Leave","2020-03-17","2020-03-17","1"
"LEAVE-2819","PNR-1564","Sick Leave","2020-03-17","2020-03-17","1"
"LEAVE-2821","PNR-1565","Sick Leave","2025-08-30"," 2025-08-31 ","2"
"LEAVE-2822","PNR-1565","Personal Leave","2025-08-31","2025-09-01","2"
"LEAVE-2823","PNR-1565","Sick Leave"," 2023-02-26 ","2023-02-27","2"
"LEAVE-2824","PNR-1565","Sick Leave","2023-10-30","2023-11-08",""
"LEAVE-2825","PNR-1565","Sick Leave","2018-07-29","2018-08-07","10"
"LEAVE-2826","PNR-1566","Personal Leave","2021-07-20","2021-07-29","10"
"LEAVE-2827","PNR-1566","Personal Leave"," 2023-12-31 ","2023-12-31","1"
"LEAVE-2827","PNR-1566","Personal Leave","2023-12-31","2023-12-31","1"
"LEAVE-2829","PNR-1566","Vacation","2020-10-31","2020-11-01","2"
"LEAVE-2830","","","2021-05-20","2021-05-20","1"
"LEAVE-2831","PNR-1567"," Personal Leave ","2024-03-04","2024-03-08","5"
"LEAVE-2832","PNR-1567","Maternity/Paternity","2021-04-26","2021-04-26","1"
"LEAVE-2833","PNR-1567","Sick Leave","2019-10-05","2019-10-14","10"
"LEAVE-2834","PNR-1567","Sick Leave","2021-02-05","2021-02-06","2"
"LEAVE-2835","PNR-1567","Vacation","2020-02-13","2020-02-22","10"
"LEAVE-2836","PNR-1568","Sick Leave","2023-08-18","2023-08-19","2"
"LEAVE-2837","PNR-1568","Personal Leave","2018-03-10","2018-03-10","1"
"LEAVE-2838","PNR-1568","Personal Leave","2020-06-06","2020-06-08","3"
"LEAVE-2839","PNR-1568","Maternity/Paternity","2019-04-17","2019-04-26","10"
"LEAVE-2840","PNR-1568","Sick Leave","2025-07-09","2025-07-18","10"
"LEAVE-2841","PNR-1569","Sick Leave","2019-04-29","2019-05-01","3"
"LEAVE-2842","PNR-1569","Maternity/Paternity","2022-08-01","2022-08-05","5"
"LEAVE-2843","PNR-1569","Vacation","2019-11-25","2019-11-26","2"
"LEAVE-2844","PNR-1569","Sick Leave","2022-12-29","2023-01-02","5"
"LEAVE-2845","PNR-1569","Maternity/Paternity","2019-06-09","2019-06-13","5"
"LEAVE-2846","PNR-1570","Vacation"," 2019-12-29 ","2020-01-07","10"
"LEAVE-2847","PNR-1570","","2020-12-02","2020-12-06","5"
"LEAVE-2848","PNR-1570","Sick Leave","2018-08-28","2018-09-01","5"
"LEAVE-2849","PNR-1570","Maternity/Paternity","2023-05-02","2023-05-03","2"
"LEAVE-2850","#N/A","Maternity/Paternity"," 2024-01-16 ","2024-01-17","2"
"LEAVE-2851","PNR-1571","#N/A","2023-10-29"," 2023-10-30 ","2"
"LEAVE-2852","PNR-1571","Personal Leave","2022-10-15","2022-10-17","3"
"","PNR-1571","Maternity/Paternity","2022-11-21","2022-11-21","1"
"LEAVE-2854","PNR-1571","Personal Leave","2022-10-11","2022-10-20","10"
"LEAVE-2855","PNR-1571","Personal Leave","2022-01-20","2022-01-29","10"
"LEAVE-2856","PNR-1572","Maternity/Paternity","2021-12-21","2021-12-30","10"
"LEAVE-2857","PNR-1572","Maternity/Paternity","2018-08-20","2018-08-21","2"
"LEAVE-2858","PNR-1572","Vacation","2021-01-21","2021-01-23","3"
"LEAVE-2858","PNR-1572","Vacation","2021-01-21","2021-01-23","3"
"LEAVE-2860","PNR-1572","Vacation","2022-07-15","2022-07-19","5"
"LEAVE-2861","PNR-1573","Sick Leave","2023-10-07","2023-10-11","5"
"LEAVE-2862","PNR-1573","Vacation","2025-01-17","2025-01-26","10"
"LEAVE-2863","PNR-1573","Sick Leave"," 2019-08-13 ","2019-08-14",""
"LEAVE-2864","PNR-1573","Vacation","2024-10-04","2024-10-08","5"
"LEAVE-2865","PNR-1573","Maternity/Paternity","2018-01-19"," 2018-01-28 ","10"
"LEAVE-2866","PNR-1574","Sick Leave","2021-06-11","2021-06-11","1"
"LEAVE-2867","PNR-1574","Maternity/Paternity","2022-06-05","2022-06-05","1"
"","PNR-1574","Sick Leave","2019-12-09","2019-12-18","10"
"LEAVE-2869","PNR-1574","Personal Leave","2023-10-12","2023-10-14","3"
"LEAVE-2870","PNR-1574","Sick Leave","2023-02-23","2023-02-27","5"
"LEAVE-2871","PNR-1575"," Maternity/Paternity ","2025-01-14","2025-01-23","10"
"LEAVE-2872","PNR-1575","Sick Leave","2024-10-21"," 2024-10-21 ","1"
"LEAVE-2873","PNR-1575","Vacation","2025-06-12","2025-06-14","3"
"LEAVE-2874","PNR-1575","Maternity/Paternity","2023-12-02","2023-12-06","5"
"LEAVE-2875","PNR-1575","Personal Leave","2023-06-15","2023-06-16","2"
" LEAVE-2876 ","PNR-1576","Personal Leave","2018-11-24","2018-12-03",""
"LEAVE-2877","PNR-1576"," Vacation ","2024-09-17","2024-09-17","1"
"LEAVE-2878","PNR-1576","Vacation","2022-10-18","2022-10-22","5"
"LEAVE-2879","","Sick Leave","2019-03-19","2019-03-23","5"
"LEAVE-2880","PNR-1576","Vacation","2021-11-14","2021-11-23","10"
"LEAVE-2881","PNR-1577"," Personal Leave ","2021-10-22","2021-10-31","10"
"LEAVE-2882","PNR-1577","Sick Leave","2021-03-09","2021-03-09","1"
"LEAVE-2883","PNR-1577","Sick Leave","2024-09-30","2024-10-04","5"
"LEAVE-2884","PNR-1577","Personal Leave","2021-01-19","2021-01-19","1"
"LEAVE-2884","PNR-1577","Personal Leave","2021-01-19","2021-01-19","1"
"","PNR-1578","","2024-08-04","2024-08-08","5"
"LEAVE-2887","PNR-1578","Maternity/Paternity","2018-06-14","2018-06-23","10"
"LEAVE-2887","PNR-1578","Maternity/Paternity","2018-06-14","2018-06-23","10"
"LEAVE-2889","PNR-1578","Sick Leave","2021-02-05","2021-02-14","10"
"LEAVE-2890","PNR-1578","Maternity/Paternity","2024-04-27"," 2024-04-29 ","3"
"LEAVE-2891","PNR-1579","Personal Leave","2025-07-05","2025-07-05","1"
"","PNR-1579","","2025-06-17","2025-06-26","10"
"LEAVE-2893","PNR-1579","Maternity/Paternity","2021-03-28","2021-04-06","10"
" LEAVE-2894 ","PNR-1579","Maternity/Paternity","2021-12-16","2021-12-16","1"
"","PNR-1579","Maternity/Paternity","2020-01-23","2020-01-24","2"
"LEAVE-2896","PNR-1580","Personal Leave","2020-09-27","2020-10-01","5"
"LEAVE-2897","","Sick Leave","2018-06-21","2018-06-25","5"
"LEAVE-2898","PNR-1580","Sick Leave","2025-03-31","2025-04-01","2"
"LEAVE-2899","PNR-1580","Sick Leave","2022-05-03","2022-05-04","2"
"LEAVE-2900","PNR-1580","Personal Leave","2025-10-20","2025-10-21",""
"LEAVE-2901","PNR-1581","Sick Leave","2021-12-18","2021-12-22","5"
"LEAVE-2902","PNR-1581","Maternity/Paternity","2022-09-24","2022-09-26","3"
"LEAVE-2903","PNR-1581","Sick Leave","2025-10-13","2025-10-14","2"
"LEAVE-2904","PNR-1581","Sick Leave","2024-01-09","2024-01-13","5"
"LEAVE-2905","PNR-1581","Sick Leave","2023-12-12","2023-12-12","1"
" LEAVE-2906 ","","Vacation"," 2019-06-24 ","2019-06-26","3"
" LEAVE-2907 ","PNR-1582","Vacation","2019-02-14","2019-02-14","1"
"LEAVE-2908","PNR-1582"," Personal Leave ","2021-10-15","2021-10-17","3"
"LEAVE-2909"," PNR-1582 ","","2022-04-25","2022-05-04",""
"LEAVE-2910","PNR-1582","Sick Leave","2022-06-26"," 2022-06-28 ","3"
"LEAVE-2911","PNR-1583","Personal Leave","2020-09-18","2020-09-20","3"
"LEAVE-2912","PNR-1583","Vacation","2021-10-15","","5"
"LEAVE-2913","PNR-1583","Maternity/Paternity","2020-09-26","2020-09-28","3"
"LEAVE-2914","PNR-1583","Vacation","2024-07-27","2024-07-31","5"
"LEAVE-2915","PNR-1583","Sick Leave","2022-09-27","2022-10-06","10"
"LEAVE-2916","PNR-1584","Sick Leave","","2025-08-01","3"
"#N/A","PNR-1584","","2022-04-13","2022-04-17","5"
"LEAVE-2918"," PNR-1584 "," Personal Leave ","2025-05-22","2025-05-31","10"
"LEAVE-2919","PNR-1584","Personal Leave","2024-10-03","2024-10-05","3"
"LEAVE-2920","PNR-1584"," Maternity/Paternity ","2023-08-22","2023-08-26","5"
"LEAVE-2921","PNR-1585"," Sick Leave ","2018-08-05","2018-08-09","5"
"LEAVE-2922","PNR-1585","Sick Leave","2020-09-11","2020-09-13","3"
"LEAVE-2922","PNR-1585","Sick Leave","2020-09-11","2020-09-13","3"
"LEAVE-2924","PNR-1585"," Maternity/Paternity ","2019-06-06","2019-06-15","10"
"LEAVE-2925","PNR-1585","Maternity/Paternity","2023-11-28","2023-11-30","3"
" LEAVE-2926 ","PNR-1586","Personal Leave","2022-03-12","2022-03-13","2"
"LEAVE-2927","PNR-1586","Maternity/Paternity","2025-08-25","2025-08-29","5"
"LEAVE-2928","PNR-1586","Sick Leave"," 2024-10-28 ","2024-11-01","5"
"LEAVE-2929","PNR-1586","Sick Leave","2020-12-13","2020-12-15","3"
"LEAVE-2930","PNR-1586","Personal Leave","2021-10-20","2021-10-29","10"
"LEAVE-2931","PNR-1587","Personal Leave","2025-08-06","2025-08-08","3"
"LEAVE-2932","PNR-1587","Maternity/Paternity"," 2023-05-19 ","2023-05-21","3"
"LEAVE-2933","PNR-1587","Personal Leave","2022-10-01","","5"
"LEAVE-2934","PNR-1587","Personal Leave","2023-07-31","2023-08-09","10"
"LEAVE-2935","PNR-1587","Vacation","2021-04-08","2021-04-09",""
"LEAVE-2936","PNR-1588","Sick Leave","2021-02-17","2021-02-26","10"
"LEAVE-2937","PNR-1588","Personal Leave","2025-07-07","2025-07-16","10"
"LEAVE-2938","PNR-1588","Vacation","2021-11-07","2021-11-09","3"
"LEAVE-2939","PNR-1588","Vacation"," 2018-05-22 ","2018-05-22","1"
"LEAVE-2939","PNR-1588","Vacation","2018-05-22","2018-05-22","1"
"LEAVE-2941","PNR-1589","Vacation","2023-11-27"," 2023-12-06 ","10"
" LEAVE-2942 ","PNR-1589","Maternity/Paternity","2022-01-18","2022-01-27","10"
"LEAVE-2943","PNR-1589","Sick Leave","2018-09-29","2018-09-29","1"
"LEAVE-2944","PNR-1589","Vacation","2018-02-14"," 2018-02-15 ","2"
"LEAVE-2945","PNR-1589","Vacation","2025-03-26","2025-03-30","5"
"LEAVE-2946","PNR-1590","Sick Leave","2021-02-13","2021-02-14","2"
"LEAVE-2947","PNR-1590","Personal Leave","2021-02-13","2021-02-22","10"
"","PNR-1590","Sick Leave","2020-03-07","2020-03-09","3"
"LEAVE-2949","PNR-1590","Sick Leave","2022-07-28","2022-08-01","5"
"LEAVE-2950","PNR-1590","Sick Leave","2019-12-30","2020-01-03","5"
"LEAVE-2950","PNR-1590","Sick Leave","2019-12-30","2020-01-03","5"
"LEAVE-2952","PNR-1591"," Maternity/Paternity ","2023-11-14","2023-11-23","10"
"LEAVE-2953","PNR-1591","Vacation","2024-03-10","2024-03-12","3"
" LEAVE-2954 ","","Maternity/Paternity","2024-06-15","2024-06-24","10"
" LEAVE-2955 ","PNR-1591","Sick Leave","2020-02-27","2020-03-07","10"
"LEAVE-2956","PNR-1592","Personal Leave","2019-11-05","2019-11-14","10"
"LEAVE-2957","PNR-1592","Vacation","2018-06-21","2018-06-30","10"
"#N/A","","Sick Leave","2024-07-13","2024-07-17",""
" LEAVE-2959 ","PNR-1592","Personal Leave","2019-06-04","2019-06-13","10"
"LEAVE-2960","PNR-1592","Sick Leave","2022-01-03","2022-01-05","3"
"LEAVE-2961","PNR-1593","Maternity/Paternity","2023-10-29","2023-11-02",""
"LEAVE-2961","PNR-1593","Maternity/Paternity","2023-10-29","2023-11-02","5"
"LEAVE-2963","PNR-1593","Personal Leave","2025-04-04","2025-04-06","3"
"LEAVE-2964","","Personal Leave","2023-02-23","2023-02-23","1"
"LEAVE-2965","PNR-1593","Vacation","2024-10-03","2024-10-05","3"
"LEAVE-2966","PNR-1594","Maternity/Paternity","2024-09-27","2024-10-06","10"
"LEAVE-2967","PNR-1594","Maternity/Paternity","2019-01-23","2019-01-23","1"
"LEAVE-2968","PNR-1594","Maternity/Paternity","2022-12-20","2022-12-29","10"
"LEAVE-2969","PNR-1594","Sick Leave","2022-02-23","2022-02-27","5"
"LEAVE-2970","PNR-1594","Maternity/Paternity","","2024-04-08","5"
"LEAVE-2971","PNR-1595","Vacation","2024-02-04","2024-02-06","3"
"LEAVE-2972","PNR-1595","Vacation","2021-09-22","2021-09-22","1"
"LEAVE-2973","PNR-1595","Sick Leave","2025-02-11","2025-02-20","10"
"LEAVE-2974","PNR-1595","Vacation","2020-12-03","2020-12-12","10"
"LEAVE-2975","PNR-1595","Sick Leave","2025-05-20","2025-05-20","1"
"LEAVE-2976","PNR-1596","Vacation","2020-06-19","2020-06-23","5"
"LEAVE-2977","PNR-1596","Maternity/Paternity","","2021-10-24","10"
"LEAVE-2978","PNR-1596","Sick Leave","2019-10-07","2019-10-08","2"
"LEAVE-2979","PNR-1596","Maternity/Paternity","2018-01-05","2018-01-07","3"
"LEAVE-2980","PNR-1596","Personal Leave","2021-09-23"," 2021-09-27 ","5"
"LEAVE-2981","PNR-1597","Sick Leave","2022-07-29","2022-08-07","10"
"LEAVE-2982","PNR-1597","Vacation","2021-04-19","2021-04-19","1"
"LEAVE-2983","PNR-1597","Sick Leave","2019-02-22","2019-03-03","10"
"LEAVE-2984","PNR-1597","","2018-06-03","2018-06-05","3"
"LEAVE-2985","PNR-1597","Vacation","2020-06-06","2020-06-08","3"
"LEAVE-2985","PNR-1597","Vacation","2020-06-06","2020-06-08","3"
"LEAVE-2987"," PNR-1598 ","Personal Leave","2025-01-29","2025-01-29","1"
"LEAVE-2988","PNR-1598","Personal Leave","2018-03-05","2018-03-14",""
"LEAVE-2989","PNR-1598","Vacation","2024-02-14","2024-02-16","3"
"LEAVE-2990","PNR-1598","Personal Leave","2018-12-09","2018-12-10","2"
"LEAVE-2991","PNR-1599","Maternity/Paternity","2020-09-26","2020-09-26","1"
"LEAVE-2992","PNR-1599","Sick Leave","2024-03-31","2024-04-01","2"
" LEAVE-2993 ","PNR-1599","Vacation","2024-12-17","2024-12-26","10"
"LEAVE-2994","PNR-1599","Vacation","2020-01-12","2020-01-21","10"
"LEAVE-2995","PNR-1599","Vacation","2019-12-29","2020-01-02","5"
"LEAVE-2996","PNR-1600","Vacation","2021-12-28"," 2022-01-06 ","10"
"LEAVE-2997","PNR-1600","Sick Leave","2022-06-22","2022-06-22","1"
"LEAVE-2998","PNR-1600","Vacation","2019-11-09","2019-11-18","10"
"LEAVE-2999","PNR-1600","Sick Leave","2021-07-29","2021-07-31","3"
"","PNR-1600","Vacation","2023-08-21","2023-08-25","5"
"LEAVE-3001","PNR-1601","Maternity/Paternity","2021-04-24","2021-04-26","3"
"LEAVE-3002","PNR-1601","Maternity/Paternity","2025-03-06","2025-03-08","3"
"LEAVE-3003","PNR-1601","Sick Leave","2024-08-19","2024-08-23","5"
"LEAVE-3004","PNR-1601","Vacation","2020-09-09","2020-09-18","10"
"LEAVE-3005","PNR-1601","Maternity/Paternity","2020-09-12","2020-09-12",""
"LEAVE-3006","PNR-1602","Sick Leave","2022-12-31","2022-12-31","1"
"LEAVE-3007","PNR-1602","Vacation","2020-06-29","2020-06-30",""
"LEAVE-3008","PNR-1602","Personal Leave"," 2018-12-05 ","2018-12-07","3"
"LEAVE-3009","PNR-1602","Personal Leave","2022-07-15","2022-07-15","1"
"LEAVE-3010","PNR-1602","Sick Leave","2018-06-25","2018-06-25","1"
"LEAVE-3011","PNR-1603","Personal Leave","2018-01-28","2018-02-01","5"
"LEAVE-3012","PNR-1603","Sick Leave","2024-10-03","2024-10-07","5"
"LEAVE-3013","PNR-1603","Personal Leave","2022-10-25","2022-10-27","3"
"LEAVE-3014","PNR-1603","Vacation","2020-06-24","2020-06-24","1"
"LEAVE-3015","PNR-1603","Vacation","2022-04-25","2022-04-27","3"
"LEAVE-3016","","Vacation","2021-03-07","2021-03-16","10"
"LEAVE-3017","PNR-1604","Personal Leave","2021-03-11","2021-03-13","3"
"LEAVE-3018","PNR-1604","Personal Leave","2025-06-07","2025-06-11","5"
"LEAVE-3019","PNR-1604","","2021-09-18","2021-09-22","5"
"","","Sick Leave","2022-12-07","2022-12-08","2"
"LEAVE-3021","PNR-1605","Maternity/Paternity","2022-10-11","2022-10-11","1"
" LEAVE-3022 ","PNR-1605","Personal Leave","2018-11-27","2018-11-29","3"
"LEAVE-3023","PNR-1605","Sick Leave","2025-07-16","2025-07-17","2"
"LEAVE-3024"," PNR-1605 ","Vacation","2023-01-25","2023-01-27","3"
